row_index,examiner_slug,examiner_raw,tier,href,target_file,target_anchor,canonical_question_id,file_exists,anchor_exists,resolves_to_live_question,display_text,live_question_text,text_similarity,status,duplicate_pair
474,simon,Simon,confirmed,/meoclass1/QB5_F.html#q1,QB5_F.html,q1,QB5_F#q1,True,True,True,What rules do you implement as Chief Engineer?,What rules do you implement as Chief Engineer?,1.0,OK,False
475,simon,Simon,confirmed,/meoclass1/QB5_G.html#q6,QB5_G.html,q6,QB5_G#q6,True,True,True,GPS Spoofing — what is it? How does it affect vessel navigation and what are countermeasures?,GPS Spoofing — what is it? How does it affect vessel navigation and what are countermeasures?,1.0,OK,False
476,simon,Simon,confirmed,/meoclass1/QB6.html#q1,QB6.html,q1,QB6#q1,True,True,True,"What is the CII — how is it calculated, what are the units, and what does the A–E rating mean?","What is the CII — how is it calculated, what are the units, and what does the A–E rating mean?",1.0,OK,False
477,simon,Simon,confirmed,/meoclass1/QB6.html#q2,QB6.html,q2,QB6#q2,True,True,True,What is the GFI — how is it calculated and what is its significance? How does it differ from CII?,What is the GFI — how is it calculated and what is its significance? How does it differ from CII?,1.0,OK,False
478,simon,Simon,confirmed,/meoclass1/QB6.html#q6,QB6.html,q6,QB6#q6,True,True,True,What is the carbon conversion factor for HFO and methanol? Calculate CO₂ emitted for one day's fuel consumption.,What is the carbon conversion factor for HFO and methanol? Calculate CO₂ emitted for one day's fuel consumption.,1.0,OK,False
479,simon,Simon,confirmed,/meoclass1/QB6.html#q11,QB6.html,q11,QB6#q11,True,True,True,"Methanol as marine fuel — production types, flash point, safeties, and applicable codes?","Methanol as marine fuel — production types, flash point, safeties, and applicable codes?",1.0,OK,False
480,simon,Simon,confirmed,/meoclass1/QB6_D.html#q1,QB6_D.html,q1,QB6_D#q1,True,True,True,SCR (Selective Catalytic Reduction) working principle — what is 'selective' in SCR?,SCR (Selective Catalytic Reduction) working principle — what is 'selective' in SCR?,1.0,OK,False
481,simon,Simon,confirmed,/meoclass1/QB6_D.html#q2,QB6_D.html,q2,QB6_D#q2,True,True,True,Azimuth propeller — working principle.,Azimuth propeller — working principle.,1.0,OK,False
482,simon,Simon,confirmed,/meoclass1/QB6_E.html#q3,QB6_E.html,q3,QB6_E#q3,True,True,True,GFI Calculation and Unit (Duplicate/Deepened Focus),GFI Calculation and Unit (Duplicate/Deepened Focus),1.0,OK,False
483,simon,Simon,confirmed,/meoclass1/QB7_D.html#q1,QB7_D.html,q1,QB7_D#q1,True,True,True,CO2 sequestration — what is it and how does it relate to onboard carbon capture?,CO2 sequestration — what is it and how does it relate to onboard carbon capture?,1.0,OK,False
484,simon,Simon,confirmed,/meoclass1/QB7_D.html#q4,QB7_D.html,q4,QB7_D#q4,True,True,True,FLL (Fuel Lifecycle LCA) / Well to Tank vs Tank to Wake — explain and why does it matter for GHG accounting?,FLL (Fuel Lifecycle LCA) / Well to Tank vs Tank to Wake — explain and why does it matter for GHG accounting?,1.0,OK,False
485,simon,Simon,confirmed,/meoclass1/QB7_D.html#q5,QB7_D.html,q5,QB7_D#q5,True,True,True,GFI (Green Fuel Index) — what is it and how is it calculated?,GFI (Green Fuel Index) — what is it and how is it calculated?,1.0,OK,False
486,simon,Simon,confirmed,/meoclass1/QB7_D.html#q6,QB7_D.html,q6,QB7_D#q6,True,True,True,"Types of ammonia fuels — grey, black, green ammonia; production, issues and safety concerns?","Types of ammonia fuels — grey, black, green ammonia; production, issues and safety concerns?",1.0,OK,False
487,simon,Simon,confirmed,/meoclass1/QB7_D.html#q7,QB7_D.html,q7,QB7_D#q7,True,True,True,GHG — main greenhouse gases from shipping and their global warming potential (GWP)?,GHG — main greenhouse gases from shipping and their global warming potential (GWP)?,1.0,OK,False
488,simon,Simon,confirmed,/meoclass1/QB7_D.html#q8,QB7_D.html,q8,QB7_D#q8,True,True,True,Methane sources in shipping — where does methane slip occur and why is it significant?,Methane sources in shipping — where does methane slip occur and why is it significant?,1.0,OK,False
489,simon,Simon,confirmed,/meoclass1/QB7_D.html#q9,QB7_D.html,q9,QB7_D#q9,True,True,True,IGF Code — key requirements for ships using gas or low flashpoint fuels?,IGF Code — key requirements for ships using gas or low flashpoint fuels?,1.0,OK,False
490,simon,Simon,confirmed,/meoclass1/QB7_D.html#q10,QB7_D.html,q10,QB7_D#q10,True,True,True,MEPC highlights for a CE — latest MEPC session and key decisions relevant to a CE?,MEPC highlights for a CE — latest MEPC session and key decisions relevant to a CE?,1.0,OK,False
491,simon,Simon,confirmed,/meoclass1/QB7_D.html#q11,QB7_D.html,q11,QB7_D#q11,True,True,True,FLL (Fuel Lifecycle LCA) and CE duty — explain and what is the CE's obligation?,FLL (Fuel Lifecycle LCA) and CE duty — explain and what is the CE's obligation?,1.0,OK,False
492,simon,Simon,confirmed,/meoclass1/QB7_E.html#q1,QB7_E.html,q1,QB7_E#q1,True,True,True,FLL — what will the CE know from FLL data?,FLL — what will the CE know from FLL data?,1.0,OK,False
493,simon,Simon,confirmed,/meoclass1/QB7_E.html#q2,QB7_E.html,q2,QB7_E#q2,True,True,True,Can cargo be used as fuel? Which code governs this?,Can cargo be used as fuel? Which code governs this?,1.0,OK,False
494,simon,Simon,confirmed,/meoclass1/QB7_E.html#q3,QB7_E.html,q3,QB7_E#q3,True,True,True,Why is the IGF Code required?,Why is the IGF Code required?,1.0,OK,False
495,simon,Simon,confirmed,/meoclass1/QB7_E.html#q5,QB7_E.html,q5,QB7_E#q5,True,True,True,UNFCCC — what is it and its relevance to shipping?,UNFCCC — what is it and its relevance to shipping?,1.0,OK,False
496,simon,Simon,confirmed,/meoclass1/QB7_H.html#q1,QB7_H.html,q1,QB7_H#q1,True,True,True,What safety measures are required for using low flash point fuel onboard?,What safety measures are required for using low flash point fuel onboard?,1.0,OK,False
497,simon,Simon,confirmed,/meoclass1/QB7_I.html#q1,QB7_I.html,q1,QB7_I#q1,True,True,True,What is the present technology used onboard to reduce methane slip?,What is the present technology used onboard to reduce methane slip?,1.0,OK,False
498,simon,Simon,confirmed,/meoclass1/QB7_I.html#q2,QB7_I.html,q2,QB7_I#q2,True,True,True,"What is the overview of the evolution of the MAN B&W ME-GI and ME-GA engine families to the present day, and what is the next prototype under consideration?","What is the overview of the evolution of the MAN B&W ME-GI and ME-GA engine families to the present day, and what is the next prototype under consideration?",1.0,OK,False
499,simon,Simon,confirmed,/meoclass1/QB7_I.html#q3,QB7_I.html,q3,QB7_I#q3,True,True,True,"Compare methane slip control between the MAN ME-GA (Otto-cycle, two-stroke) engine and low-pressure Otto-cycle 4-stroke dual-fuel engines.","Compare methane slip control between the MAN ME-GA (Otto-cycle, two-stroke) engine and low-pressure Otto-cycle 4-stroke dual-fuel engines.",1.0,OK,False
500,simon,Simon,confirmed,/meoclass1/QB7_I.html#q4,QB7_I.html,q4,QB7_I#q4,True,True,True,"What safety systems are unique to ammonia-fuelled two-stroke engines (MAN ME-LGIA), and what is the N2O slip risk associated with ammonia combustion?","What safety systems are unique to ammonia-fuelled two-stroke engines (MAN ME-LGIA), and what is the N2O slip risk associated with ammonia combustion?",1.0,OK,False
501,simon,Simon,confirmed,/meoclass1/QB7_I.html#q6,QB7_I.html,q6,QB7_I#q6,True,True,True,What is the role of High-Pressure Exhaust Gas Recirculation (HP-EGR) in knock control and emissions management on Otto-cycle dual-fuel engines?,What is the role of High-Pressure Exhaust Gas Recirculation (HP-EGR) in knock control and emissions management on Otto-cycle dual-fuel engines?,1.0,OK,False
502,simon,Simon,confirmed,/meoclass1/QB8_A.html#q4,QB8_A.html,q4,QB8_A#q4,True,True,True,IMSBC Code groups A/B/C/MHB?,IMSBC Code groups A/B/C/MHB?,1.0,OK,False
503,simon,Simon,confirmed,/meoclass1/QB8_B.html#q4,QB8_B.html,q4,QB8_B#q4,True,True,True,High density cargo — local vs global structural strength?,High density cargo — local vs global structural strength?,1.0,OK,False
504,simon,Simon,confirmed,/meoclass1/QB8_D.html#q1,QB8_D.html,q1,QB8_D#q1,True,True,True,IGC Code — key requirements and application to gas carriers?,IGC Code — key requirements and application to gas carriers?,1.0,OK,False
505,simon,Simon,confirmed,/meoclass1/QB8_D.html#q2,QB8_D.html,q2,QB8_D#q2,True,True,True,Dangerous cargo vs hazardous cargo — what is the difference?,Dangerous cargo vs hazardous cargo — what is the difference?,1.0,OK,False
506,simon,Simon,confirmed,/meoclass1/QB8_E.html#q2,QB8_E.html,q2,QB8_E#q2,True,True,True,"IMSBC Code, BLU Code, Grain Code — brief overview and cross-questions.","IMSBC Code, BLU Code, Grain Code — brief overview and cross-questions.",1.0,OK,False
507,simon,Simon,confirmed,/meoclass1/QB8_G.html#q2,QB8_G.html,q2,QB8_G#q2,True,True,True,"IGC Code — explain Type A, B, and C tanks and membrane tanks: shape of each, which is self-supporting, and which has more carrying capacity.","IGC Code — explain Type A, B, and C tanks and membrane tanks: shape of each, which is self-supporting, and which has more carrying capacity.",1.0,OK,False
508,simon,Simon,confirmed,/meoclass1/QB8_H.html#q1,QB8_H.html,q1,QB8_H#q1,True,True,True,What are the common problems associated with container vessels?,What are the common problems associated with container vessels?,1.0,OK,False
509,simon,Simon,confirmed,/meoclass1/QB8_H.html#q6,QB8_H.html,q6,QB8_H#q6,True,True,True,"LPG cargo — reliquefaction temperature/pressure, plant operation, relief valve setting, discharge pressure for butane and propane.","LPG cargo — reliquefaction temperature/pressure, plant operation, relief valve setting, discharge pressure for butane and propane.",1.0,OK,False
510,simon,Simon,confirmed,/meoclass1/QB8_H.html#q7,QB8_H.html,q7,QB8_H#q7,True,True,True,Type of reliquefaction plant onboard.,Type of reliquefaction plant onboard.,1.0,OK,False
511,simon,Simon,confirmed,/meoclass1/QB8_H.html#q8,QB8_H.html,q8,QB8_H#q8,True,True,True,LNG cargo — carriage temperature and pressure; how is temperature maintained?,LNG cargo — carriage temperature and pressure; how is temperature maintained?,1.0,OK,False
512,simon,Simon,confirmed,/meoclass1/QB9_A.html#q3,QB9_A.html,q3,QB9_A#q3,True,True,True,"Fund Convention — explanation and why introduced. HNS Convention — for whom, in force or not, HNS Protocol. LLMC — limits, who pays within and after l","Fund Convention — explanation and why introduced. HNS Convention — for whom, in force or not, HNS Protocol. LLMC — limits, who pays within and after l",1.0,OK,False
513,simon,Simon,confirmed,/meoclass1/QB9_B.html#q6,QB9_B.html,q6,QB9_B#q6,True,True,True,General liability vs contractual liability — what is the exact difference in a maritime context?,General liability vs contractual liability — what is the exact difference in a maritime context?,1.0,OK,False
514,simon,Simon,confirmed,/meoclass1/QB9_B.html#q7,QB9_B.html,q7,QB9_B#q7,True,True,True,CAS and CAP — detailed comparison and application for senior engineers.,CAS and CAP — detailed comparison and application for senior engineers.,1.0,OK,False
515,simon,Simon,confirmed,/meoclass1/QB9_C.html#q5,QB9_C.html,q5,QB9_C#q5,True,True,True,Insurance principles — list all principles of marine insurance and explain each.,Insurance principles — list all principles of marine insurance and explain each.,1.0,OK,False
516,simon,Simon,confirmed,/meoclass1/QB9_D.html#q1,QB9_D.html,q1,QB9_D#q1,True,True,True,"P&I Club — what is it, 'call' explained, how does it work?","P&I Club — what is it, 'call' explained, how does it work?",1.0,OK,False
517,simon,Simon,confirmed,/meoclass1/QB9_D.html#q2,QB9_D.html,q2,QB9_D#q2,True,True,True,IG Group (International Group of P&I Clubs) — what is it and its pooling arrangements?,IG Group (International Group of P&I Clubs) — what is it and its pooling arrangements?,1.0,OK,False
518,simon,Simon,confirmed,/meoclass1/QB9_D.html#q3,QB9_D.html,q3,QB9_D#q3,True,True,True,Flag of convenience vs open registry — difference and examples?,Flag of convenience vs open registry — difference and examples?,1.0,OK,False
519,simon,Simon,confirmed,/meoclass1/QB9_D.html#q4,QB9_D.html,q4,QB9_D#q4,True,True,True,Bharat Maritime Insurance Pool — what is it and its significance?,Bharat Maritime Insurance Pool — what is it and its significance?,1.0,OK,False
520,simon,Simon,confirmed,/meoclass1/QB9_D.html#q5,QB9_D.html,q5,QB9_D#q5,True,True,True,GIFT City — what is it and its relevance to maritime finance and insurance?,GIFT City — what is it and its relevance to maritime finance and insurance?,1.0,OK,False
521,simon,Simon,confirmed,/meoclass1/QB9_D.html#q6,QB9_D.html,q6,QB9_D#q6,True,True,True,MS Act in detail — RPSL vs MS Act: differences and application?,MS Act in detail — RPSL vs MS Act: differences and application?,1.0,OK,False
522,simon,Simon,confirmed,/meoclass1/QB9_D.html#q9,QB9_D.html,q9,QB9_D#q9,True,True,True,Act vs rule — difference in Indian legal context with maritime examples?,Act vs rule — difference in Indian legal context with maritime examples?,1.0,OK,False
523,simon,Simon,confirmed,/meoclass1/QB9_F.html#q6,QB9_F.html,q6,QB9_F#q6,True,True,True,Cabotage Law,Cabotage Law,1.0,OK,False
524,simon,Simon,confirmed,/meoclass1/QB9_F.html#q7,QB9_F.html,q7,QB9_F#q7,True,True,True,STSDSS Full Form and Explanation,STSDSS Full Form and Explanation,1.0,OK,False
525,simon,Simon,confirmed,/meoclass1/QB9_F.html#q10,QB9_F.html,q10,QB9_F#q10,True,True,True,Clear Grounds,Clear Grounds,1.0,OK,False
526,simon,Simon,confirmed,/meoclass1/QB9_G.html#q1,QB9_G.html,q1,QB9_G#q1,True,True,True,"Name other Acts related to shipping besides the MS Act (e.g. Recycling of Ships Act, Admiralty Act) — what does the Admiralty Act contain?","Name other Acts related to shipping besides the MS Act (e.g. Recycling of Ships Act, Admiralty Act) — what does the Admiralty Act contain?",1.0,OK,False
527,simon,Simon,confirmed,/meoclass1/QB9_G.html#q2,QB9_G.html,q2,QB9_G#q2,True,True,True,What is meant by 'in rem' and 'in personam' in maritime legal proceedings?,What is meant by 'in rem' and 'in personam' in maritime legal proceedings?,1.0,OK,False
528,simon,Simon,confirmed,/meoclass1/QB9_G.html#q3,QB9_G.html,q3,QB9_G#q3,True,True,True,"How is an IMO convention formally adopted? Explain the conference process, protocol, amendments, tacit vs explicit acceptance, the role of committees/sub-committees, the FAL Committee's function, and the difference between ratification, acceptance, approval, and accession.","How is an IMO convention formally adopted? Explain the conference process, protocol, amendments, tacit vs explicit acceptance, the role of committees/sub-committees, the FAL Committee's function, and the difference between ratification, acceptance, approval, and accession.",1.0,OK,False
529,simon,Simon,confirmed,/meoclass1/QB9_H.html#q12,QB9_H.html,q12,QB9_H#q12,True,True,True,Strict liability in marine insurance — explain.,Strict liability in marine insurance — explain.,1.0,OK,False
530,simon,Simon,reported,/meoclass1/QB1_A.html#q21,QB1_A.html,q21,QB1_A#q21,True,True,True,Innocent Passage under UNCLOS — Explain.,Innocent Passage under UNCLOS — Explain.,1.0,OK,False
531,simon,Simon,reported,/meoclass1/QB1_B.html#q11,QB1_B.html,q11,QB1_B#q11,True,True,True,"What is Salvage, and explain SCOPIC (Special Compensation P&I Clause)","What is Salvage, and explain SCOPIC (Special Compensation P&I Clause)",1.0,OK,False
532,simon,Simon,reported,/meoclass1/QB1_I.html#q6,QB1_I.html,q6,QB1_I#q6,True,True,True,IACS — what are its functions?,IACS — what are its functions?,1.0,OK,False
533,simon,Simon,reported,/meoclass1/QB2_A.html#q1,QB2_A.html,q1,QB2_A#q1,True,True,True,"CSC Convention — what it covers, container testing, approval methods, certification, and how reefer container testing differs.","CSC Convention — what it covers, container testing, approval methods, certification, and how reefer container testing differs.",1.0,OK,False
534,simon,Simon,reported,/meoclass1/QB2_A.html#q11,QB2_A.html,q11,QB2_A#q11,True,True,True,"Grain Code — intact stability criteria, grain heeling moment mechanism, and Document of Authorisation.","Grain Code — intact stability criteria, grain heeling moment mechanism, and Document of Authorisation.",1.0,OK,False
535,simon,Simon,reported,/meoclass1/QB2_H.html#q1,QB2_H.html,q1,QB2_H#q1,True,True,True,What do the FSS Code and FTP Code contain?,What do the FSS Code and FTP Code contain?,1.0,OK,False
536,simon,Simon,reported,/meoclass1/QB3_C.html#q3,QB3_C.html,q3,QB3_C#q3,True,True,True,Hong Kong Convention — IHM three parts and CE role?,Hong Kong Convention — IHM three parts and CE role?,1.0,OK,False
537,simon,Simon,reported,/meoclass1/QB3_H.html#q2,QB3_H.html,q2,QB3_H#q2,True,True,True,Explain the HNS Convention. Is it in force? Why not? What does the HNS Fund cover?,Explain the HNS Convention. Is it in force? Why not? What does the HNS Fund cover?,1.0,OK,False
538,simon,Simon,reported,/meoclass1/QB4_E.html#q9,QB4_E.html,q9,QB4_E#q9,True,True,True,Age norms for ships — age-related requirements and restrictions?,Age norms for ships — age-related requirements and restrictions?,1.0,OK,False
539,simon,Simon,reported,/meoclass1/QB4_J.html#q4,QB4_J.html,q4,QB4_J#q4,True,True,True,Contents of the training manual.,Contents of the training manual.,1.0,OK,False
540,simon,Simon,reported,/meoclass1/QB5_A.html#q3,QB5_A.html,q3,QB5_A#q3,True,True,True,Johari Window — Explain.,Johari Window — Explain.,1.0,OK,False
541,simon,Simon,reported,/meoclass1/QB5_B.html#q2,QB5_B.html,q2,QB5_B#q2,True,True,True,Conflict Management.,Conflict Management.,1.0,OK,False
542,simon,Simon,reported,/meoclass1/QB5_C_A.html#q5,QB5_C_A.html,q5,QB5_C_A#q5,True,True,True,MIS vs data — what is a Management Information System?,MIS vs data — what is a Management Information System?,1.0,OK,False
543,simon,Simon,reported,/meoclass1/QB6.html#q14,QB6.html,q14,QB6#q14,True,True,True,What is EU MRV and how does it differ from IMO DCS?,What is EU MRV and how does it differ from IMO DCS?,1.0,OK,False
544,simon,Simon,ce_tip,/meoclass1/QB1_A.html#q9,QB1_A.html,q9,QB1_A#q9,True,True,True,General Average — Explain including act and procedure followed.,General Average — Explain including act and procedure followed.,1.0,OK,False
545,simon,Simon,ce_tip,/meoclass1/QB1_A.html#q11,QB1_A.html,q11,QB1_A#q11,True,True,True,Salvage and SCOPIC — Different types of salvage. What is SCOPIC?,Salvage and SCOPIC — Different types of salvage. What is SCOPIC?,1.0,OK,False
546,simon,Simon,ce_tip,/meoclass1/QB1_A.html#q12,QB1_A.html,q12,QB1_A#q12,True,True,True,ITC (Institute Time Clauses) — What are the clauses in it?,ITC (Institute Time Clauses) — What are the clauses in it?,1.0,OK,False
547,simon,Simon,ce_tip,/meoclass1/QB1_A.html#q27,QB1_A.html,q27,QB1_A#q27,True,True,True,Hague-Visby Rules — Explain.,Hague-Visby Rules — Explain.,1.0,OK,False
548,simon,Simon,ce_tip,/meoclass1/QB1_B.html#q6,QB1_B.html,q6,QB1_B#q6,True,True,True,Explain PSSA (Particularly Sensitive Sea Area) with examples,Explain PSSA (Particularly Sensitive Sea Area) with examples,1.0,OK,False
549,simon,Simon,ce_tip,/meoclass1/QB1_B.html#q14,QB1_B.html,q14,QB1_B#q14,True,True,True,"What is General Average, and what is the procedure followed onboard when GA is declared?","What is General Average, and what is the procedure followed onboard when GA is declared?",1.0,OK,False
550,simon,Simon,ce_tip,/meoclass1/QB1_B.html#q18,QB1_B.html,q18,QB1_B#q18,True,True,True,What is the 'tacit acceptance' procedure in the IMO amendment process?,What is the 'tacit acceptance' procedure in the IMO amendment process?,1.0,OK,False
551,simon,Simon,ce_tip,/meoclass1/QB1_B.html#q20,QB1_B.html,q20,QB1_B#q20,True,True,True,What is subrogation in the context of marine insurance/P&I claims?,What is subrogation in the context of marine insurance/P&I claims?,1.0,OK,False
552,simon,Simon,ce_tip,/meoclass1/QB1_D.html#q1,QB1_D.html,q1,QB1_D#q1,True,True,True,What was the GRT and DWT of your last vessel?,What was the GRT and DWT of your last vessel?,1.0,OK,False
553,simon,Simon,ce_tip,/meoclass1/QB1_F.html#q3,QB1_F.html,q3,QB1_F#q3,True,True,True,"VGM (Verified Gross Mass) — who issues, who verifies, where it is mentioned, and the two methods of determination","VGM (Verified Gross Mass) — who issues, who verifies, where it is mentioned, and the two methods of determination",1.0,OK,False
554,simon,Simon,ce_tip,/meoclass1/QB1_G.html#q29,QB1_G.html,q29,QB1_G#q29,True,True,True,⁠LATEST AMENDMENT IN IMOLEGAL COMMITTEE,⁠LATEST AMENDMENT IN IMOLEGAL COMMITTEE,1.0,OK,False
555,simon,Simon,ce_tip,/meoclass1/QB1_K.html#q3,QB1_K.html,q3,QB1_K#q3,True,True,True,Difference between GT and DWT.,Difference between GT and DWT.,1.0,OK,False
556,simon,Simon,ce_tip,/meoclass1/QB1_K.html#q5,QB1_K.html,q5,QB1_K#q5,True,True,True,Difference between DP-1 and DP-2.,Difference between DP-1 and DP-2.,1.0,OK,False
557,simon,Simon,ce_tip,/meoclass1/QB1_K.html#q8,QB1_K.html,q8,QB1_K#q8,True,True,True,"""What is CSR?"" — what does the examiner mean, and what is its scope?","""What is CSR?"" — what does the examiner mean, and what is its scope?",1.0,OK,False
558,simon,Simon,ce_tip,/meoclass1/QB1_K.html#q9,QB1_K.html,q9,QB1_K#q9,True,True,True,"What is girding of a tug, and why is it a capsizing risk?","What is girding of a tug, and why is it a capsizing risk?",1.0,OK,False
559,simon,Simon,ce_tip,/meoclass1/QB2_A.html#q2,QB2_A.html,q2,QB2_A#q2,True,True,True,"VGM — who is responsible, two certified methods, CE's verification duties, master's authority to reject, and dangers of misdeclaration.","VGM — who is responsible, two certified methods, CE's verification duties, master's authority to reject, and dangers of misdeclaration.",1.0,OK,False
560,simon,Simon,ce_tip,/meoclass1/QB2_A.html#q3,QB2_A.html,q3,QB2_A#q3,True,True,True,"Container material — why Corten steel, key properties, wall thickness by component, and why corrugation is used.","Container material — why Corten steel, key properties, wall thickness by component, and why corrugation is used.",1.0,OK,False
561,simon,Simon,ce_tip,/meoclass1/QB2_A.html#q10,QB2_A.html,q10,QB2_A#q10,True,True,True,"IMSBC Code — BLU Code, Group A/B/C classification, TML and Moisture Certificate, codes applicable to bulk carriers.","IMSBC Code — BLU Code, Group A/B/C classification, TML and Moisture Certificate, codes applicable to bulk carriers.",1.0,OK,False
562,simon,Simon,ce_tip,/meoclass1/QB2_A.html#q12,QB2_A.html,q12,QB2_A#q12,True,True,True,"High density cargo in IMSBC — definition, restriction criteria, and local vs global structural strength.","High density cargo in IMSBC — definition, restriction criteria, and local vs global structural strength.",1.0,OK,False
563,simon,Simon,ce_tip,/meoclass1/QB2_A.html#q14,QB2_A.html,q14,QB2_A#q14,True,True,True,"IBC Code — Chapters 17/18/19, ship types 1/2/3, and difference from BCH Code.","IBC Code — Chapters 17/18/19, ship types 1/2/3, and difference from BCH Code.",1.0,OK,False
564,simon,Simon,ce_tip,/meoclass1/QB2_A.html#q15,QB2_A.html,q15,QB2_A#q15,True,True,True,"ICOF — full name, who issues, contents, validity, and survey cycle.","ICOF — full name, who issues, contents, validity, and survey cycle.",1.0,OK,False
565,simon,Simon,ce_tip,/meoclass1/QB2_A.html#q16,QB2_A.html,q16,QB2_A#q16,True,True,True,"P&A Manual — purpose, who provides it, and what are its contents?","P&A Manual — purpose, who provides it, and what are its contents?",1.0,OK,False
566,simon,Simon,ce_tip,/meoclass1/QB2_A.html#q19,QB2_A.html,q19,QB2_A#q19,True,True,True,"GT and NT — how are they calculated, why is GT always bigger, and what dues are based on each?","GT and NT — how are they calculated, why is GT always bigger, and what dues are based on each?",1.0,OK,False
567,simon,Simon,ce_tip,/meoclass1/QB2_A.html#q22,QB2_A.html,q22,QB2_A#q22,True,True,True,"GBS — Goal-Based Ship Construction Standards. What is it, five-tier structure, and which ships does it apply to?","GBS — Goal-Based Ship Construction Standards. What is it, five-tier structure, and which ships does it apply to?",1.0,OK,False
568,simon,Simon,ce_tip,/meoclass1/QB2_A.html#q23,QB2_A.html,q23,QB2_A#q23,True,True,True,"As CE, a charterer proposes a new chemical cargo — how do you confirm ship suitability?","As CE, a charterer proposes a new chemical cargo — how do you confirm ship suitability?",1.0,OK,False
569,simon,Simon,ce_tip,/meoclass1/QB2_A.html#q24,QB2_A.html,q24,QB2_A#q24,True,True,True,"Digital inclinometer — requirements, purpose, MEMS technology, and what makes it different from traditional inclinometers.","Digital inclinometer — requirements, purpose, MEMS technology, and what makes it different from traditional inclinometers.",1.0,OK,False
570,simon,Simon,ce_tip,/meoclass1/QB2_A.html#q25,QB2_A.html,q25,QB2_A#q25,True,True,True,"Persistent floater — definition, GESAMP criteria, MARPOL significance.","Persistent floater — definition, GESAMP criteria, MARPOL significance.",1.0,OK,False
571,simon,Simon,ce_tip,/meoclass1/QB2_A.html#q26,QB2_A.html,q26,QB2_A#q26,True,True,True,"Timber/log deck cargo — load line requirements, weight gain during voyage, and CE's stability and securing actions.","Timber/log deck cargo — load line requirements, weight gain during voyage, and CE's stability and securing actions.",1.0,OK,False
572,simon,Simon,ce_tip,/meoclass1/QB2_A.html#q27,QB2_A.html,q27,QB2_A#q27,True,True,True,"Compare the failure mechanisms of liquefaction, cohesive cargo collapse, and grain shift — risk and control for each.","Compare the failure mechanisms of liquefaction, cohesive cargo collapse, and grain shift — risk and control for each.",1.0,OK,False
573,simon,Simon,ce_tip,/meoclass1/QB2_A.html#q28,QB2_A.html,q28,QB2_A#q28,True,True,True,"Ore, coal and grain — what is the Chief Engineer's primary technical concern for each, and why do they differ?","Ore, coal and grain — what is the Chief Engineer's primary technical concern for each, and why do they differ?",1.0,OK,False
574,simon,Simon,ce_tip,/meoclass1/QB2_A.html#q29,QB2_A.html,q29,QB2_A#q29,True,True,True,"How do the BLU Code, IMSBC Code, and the loadicator work together during bulk cargo loading?","How do the BLU Code, IMSBC Code, and the loadicator work together during bulk cargo loading?",1.0,OK,False
575,simon,Simon,ce_tip,/meoclass1/QB2_A.html#q30,QB2_A.html,q30,QB2_A#q30,True,True,True,"As Chief Engineer, what are your ""red lines"" — situations where you will not proceed with loading or carriage regardless of commercial pressure?","As Chief Engineer, what are your ""red lines"" — situations where you will not proceed with loading or carriage regardless of commercial pressure?",1.0,OK,False
576,simon,Simon,ce_tip,/meoclass1/QB2_B.html#q6,QB2_B.html,q6,QB2_B#q6,True,True,True,What are the key hazards and handling risks associated with LPG cargo on a gas carrier? Draw on incident learnings from MAIB investigations.,What are the key hazards and handling risks associated with LPG cargo on a gas carrier? Draw on incident learnings from MAIB investigations.,1.0,OK,False
577,simon,Simon,ce_tip,/meoclass1/QB2_B.html#q9,QB2_B.html,q9,QB2_B#q9,True,True,True,"Explain the CSC (Container Safety Convention) inspection scheme in detail — covering the Periodic Examination Scheme (PES) and the Approved Continuous Examination Programme (ACEP), and what tests are carried out.","Explain the CSC (Container Safety Convention) inspection scheme in detail — covering the Periodic Examination Scheme (PES) and the Approved Continuous Examination Programme (ACEP), and what tests are carried out.",1.0,OK,False
578,simon,Simon,ce_tip,/meoclass1/QB2_B.html#q13,QB2_B.html,q13,QB2_B#q13,True,True,True,"What is the difference between watertight and weathertight on a ship, and what are the test methods for each?","What is the difference between watertight and weathertight on a ship, and what are the test methods for each?",1.0,OK,False
579,simon,Simon,ce_tip,/meoclass1/QB2_B.html#q14,QB2_B.html,q14,QB2_B#q14,True,True,True,"What is the difference between the IBC Code and the BCH Code for chemical tankers, and why do two separate codes exist?","What is the difference between the IBC Code and the BCH Code for chemical tankers, and why do two separate codes exist?",1.0,OK,False
580,simon,Simon,ce_tip,/meoclass1/QB2_B.html#q19,QB2_B.html,q19,QB2_B#q19,True,True,True,How would you apply Formal Safety Assessment (FSA) specifically in the context of Li-ion battery cargo carried in containers?,How would you apply Formal Safety Assessment (FSA) specifically in the context of Li-ion battery cargo carried in containers?,1.0,OK,False
581,simon,Simon,ce_tip,/meoclass1/QB2_C.html#q1,QB2_C.html,q1,QB2_C#q1,True,True,True,"What are the latest amendments to SOLAS Chapter II-2 under MSC.520(106), and when do they enter into force?","What are the latest amendments to SOLAS Chapter II-2 under MSC.520(106), and when do they enter into force?",1.0,OK,False
